conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,date,text_length,cleaned_text,tokenized_text,stemmed_text,unslang_text,freestop_text,ready_text,vader_scores,compound,sentiment
1.7983e+18,2024-06-05 10:32:58+00:00,36,Isu UKT udah tenggelam bukan berarti masalahnya selesai. Malah akan jadi bom waktu permasalahan Pendidikan Tinggi di Indonesia. Tulisan Alldo dan saya baru aja dimuat di the Jakarta Post tentang isu ini. Silahkan dibaca: https://t.co/rtpiMWMX4Z https://t.co/ZY7JXK0hCF,1.7983e+18,https://pbs.twimg.com/media/GPTaHslXQAEs1NW.jpg,,in,"Utrecht, The Netherlands",3,0,17,https://x.com/ali_abdillah_/status/1798301982928916947,112446822.0,ali_abdillah_,2024-06-05,268,isu ukt udah tenggelam bukan berarti masalahnya selesai malah akan jadi bom waktu permasalahan pendidikan tinggi di indonesia tulisan alldo dan saya baru aja dimuat di the jakarta post tentang isu ini silahkan dibaca,"['isu', 'ukt', 'udah', 'tenggelam', 'bukan', 'berarti', 'masalahnya', 'selesai', 'malah', 'akan', 'jadi', 'bom', 'waktu', 'permasalahan', 'pendidikan', 'tinggi', 'di', 'indonesia', 'tulisan', 'alldo', 'dan', 'saya', 'baru', 'aja', 'dimuat', 'di', 'the', 'jakarta', 'post', 'tentang', 'isu', 'ini', 'silahkan', 'dibaca']","['isu', 'ukt', 'sudah', 'tenggelam', 'bukan', 'arti', 'masalah', 'selesai', 'bahkan', 'akan', 'jadi', 'bom', 'waktu', 'masalah', 'didik', 'tinggi', 'di', 'indonesia', 'tulis', 'alldo', 'dan', 'saya', 'baru', 'saja', 'muat', 'di', 'the', 'jakarta', 'post', 'tentang', 'isu', 'ini', 'silah', 'baca']","['isu', 'ukt', 'sudah', 'tenggelam', 'bukan', 'arti', 'masalah', 'selesai', 'bahkan', 'akan', 'jadi', 'bom', 'waktu', 'masalah', 'didik', 'tinggi', 'di', 'indonesia', 'tulis', 'alldo', 'dan', 'saya', 'baru', 'saja', 'muat', 'di', 'the', 'jakarta', 'post', 'tentang', 'isu', 'ini', 'silah', 'baca']","['isu', 'ukt', 'tenggelam', 'arti', 'selesai', 'bom', 'didik', 'indonesia', 'tulis', 'alldo', 'muat', 'the', 'jakarta', 'post', 'isu', 'silah', 'baca']",isu ukt tenggelam arti selesai bom didik indonesia tulis alldo muat the jakarta post isu silah baca,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
1.79821e+18,2024-06-05 04:38:32+00:00,1,kata dia setiap orang itu punya kepintaran dan bakatnya masing-masing setiap siswa harus tau apa tujuan dia kuliah sampai ngomongin masalah perbaikan pendidikan di indonesia. masalahnya dia ga address core problem yang dibicarakan (kenaikan ukt). blunder banget ni mahasiswa S2.,1.79821e+18,,danialnoer,in,safe space,0,0,0,https://x.com/danialnoer/status/1798212788290204042,3301452185.0,danialnoer,2024-06-05,278,kata dia setiap orang itu punya kepintaran dan bakatnya masing masing setiap siswa harus tau apa tujuan dia kuliah sampai ngomongin masalah perbaikan pendidikan di indonesia masalahnya dia ga address core problem yang dibicarakan kenaikan ukt blunder banget ni mahasiswa s,"['kata', 'dia', 'setiap', 'orang', 'itu', 'punya', 'kepintaran', 'dan', 'bakatnya', 'masing', 'masing', 'setiap', 'siswa', 'harus', 'tau', 'apa', 'tujuan', 'dia', 'kuliah', 'sampai', 'ngomongin', 'masalah', 'perbaikan', 'pendidikan', 'di', 'indonesia', 'masalahnya', 'dia', 'ga', 'address', 'core', 'problem', 'yang', 'dibicarakan', 'kenaikan', 'ukt', 'blunder', 'banget', 'ni', 'mahasiswa', 's']","['kata', 'dia', 'tiap', 'orang', 'itu', 'punya', 'pintar', 'dan', 'bakat', 'masing', 'masing', 'tiap', 'siswa', 'harus', 'tahu', 'apa', 'tuju', 'dia', 'kuliah', 'sampai', 'membicarakan', 'masalah', 'baik', 'didik', 'di', 'indonesia', 'masalah', 'dia', 'ga', 'address', 'core', 'masalah', 'yang', 'bicara', 'naik', 'ukt', 'blunder', 'banget', 'ini', 'mahasiswa', 's']","['kata', 'dia', 'tiap', 'orang', 'itu', 'punya', 'pintar', 'dan', 'bakat', 'masing', 'masing', 'tiap', 'siswa', 'harus', 'tahu', 'apa', 'tuju', 'dia', 'kuliah', 'sampai', 'membicarakan', 'masalah', 'baik', 'didik', 'di', 'indonesia', 'masalah', 'dia', 'ga', 'address', 'core', 'masalah', 'yang', 'bicara', 'naik', 'ukt', 'blunder', 'banget', 'ini', 'mahasiswa', 's']","['orang', 'pintar', 'bakat', 'siswa', 'tuju', 'kuliah', 'membicarakan', 'didik', 'indonesia', 'ga', 'address', 'core', 'bicara', 'ukt', 'blunder', 'banget', 'mahasiswa', 's']",orang pintar bakat siswa tuju kuliah membicarakan didik indonesia ga address core bicara ukt blunder banget mahasiswa s,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
1.79815e+18,2024-06-05 00:12:55+00:00,0,sampe muncullah video that man (iya video pak anies wkwk) diwawancara soal kenaikan UKT lalu beliau intinya bilang kalo pendidikan tinggi di Indonesia itu penting karena itu jadi ESKALATOR sosial ekonomi,1.79815e+18,,akupastibina,in,"Surabaya, Indonesia",0,1,0,https://x.com/akupastibina/status/1798145941360492997,1.68259e+18,akupastibina,2024-06-05,203,sampe muncullah video that man iya video pak anies wkwk diwawancara soal kenaikan ukt lalu beliau intinya bilang kalo pendidikan tinggi di indonesia itu penting karena itu jadi eskalator sosial ekonomi,"['sampe', 'muncullah', 'video', 'that', 'man', 'iya', 'video', 'pak', 'anies', 'wkwk', 'diwawancara', 'soal', 'kenaikan', 'ukt', 'lalu', 'beliau', 'intinya', 'bilang', 'kalo', 'pendidikan', 'tinggi', 'di', 'indonesia', 'itu', 'penting', 'karena', 'itu', 'jadi', 'eskalator', 'sosial', 'ekonomi']","['sampai', 'muncul', 'video', 'that', 'man', 'iya', 'video', 'pak', 'anies', 'wkwk', 'wawancara', 'soal', 'naik', 'ukt', 'lalu', 'beliau', 'inti', 'bilang', 'kalau', 'didik', 'tinggi', 'di', 'indonesia', 'itu', 'penting', 'karena', 'itu', 'jadi', 'eskalator', 'sosial', 'ekonomi']","['sampai', 'muncul', 'video', 'that', 'man', 'iya', 'video', 'pak', 'anies', 'wkwk', 'wawancara', 'soal', 'naik', 'ukt', 'lalu', 'beliau', 'inti', 'bilang', 'kalau', 'didik', 'tinggi', 'di', 'indonesia', 'itu', 'penting', 'karena', 'itu', 'jadi', 'eskalator', 'sosial', 'ekonomi']","['muncul', 'video', 'that', 'man', 'iya', 'video', 'anies', 'wkwk', 'wawancara', 'ukt', 'beliau', 'inti', 'bilang', 'didik', 'indonesia', 'eskalator', 'sosial', 'ekonomi']",muncul video that man iya video anies wkwk wawancara ukt beliau inti bilang didik indonesia eskalator sosial ekonomi,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
1.798e+18,2024-06-04 14:32:41+00:00,0,Habis tapera ntar terbit tapenna tabungan pendidikan anak karena ukt makin mahal jadi disuruh nabung tiap bulan ke pemerintah ntar pada males punya anak biar ga pusing biaya pendidikan angka kelahiran menurun Indonesia perlahan punah,1.798e+18,,,in,almost home,0,0,0,https://x.com/ahn_nanta/status/1797999921821573392,400563652.0,ahn_nanta,2024-06-04,233,habis tapera ntar terbit tapenna tabungan pendidikan anak karena ukt makin mahal jadi disuruh nabung tiap bulan ke pemerintah ntar pada males punya anak biar ga pusing biaya pendidikan angka kelahiran menurun indonesia perlahan punah,"['habis', 'tapera', 'ntar', 'terbit', 'tapenna', 'tabungan', 'pendidikan', 'anak', 'karena', 'ukt', 'makin', 'mahal', 'jadi', 'disuruh', 'nabung', 'tiap', 'bulan', 'ke', 'pemerintah', 'ntar', 'pada', 'males', 'punya', 'anak', 'biar', 'ga', 'pusing', 'biaya', 'pendidikan', 'angka', 'kelahiran', 'menurun', 'indonesia', 'perlahan', 'punah']","['habis', 'tapera', 'nanti', 'terbit', 'tapenna', 'tabung', 'didik', 'anak', 'karena', 'ukt', 'makin', 'mahal', 'jadi', 'suruh', 'nabung', 'tiap', 'bulan', 'ke', 'perintah', 'nanti', 'pada', 'males', 'punya', 'anak', 'biar', 'ga', 'pusing', 'biaya', 'didik', 'angka', 'lahir', 'turun', 'indonesia', 'perlahan', 'punah']","['habis', 'tapera', 'nanti', 'terbit', 'tapenna', 'tabung', 'didik', 'anak', 'karena', 'ukt', 'makin', 'mahal', 'jadi', 'suruh', 'nabung', 'tiap', 'bulan', 'ke', 'perintah', 'nanti', 'pada', 'males', 'punya', 'anak', 'biar', 'ga', 'pusing', 'biaya', 'didik', 'angka', 'lahir', 'turun', 'indonesia', 'perlahan', 'punah']","['habis', 'tapera', 'terbit', 'tapenna', 'tabung', 'didik', 'anak', 'ukt', 'mahal', 'suruh', 'nabung', 'perintah', 'males', 'anak', 'biar', 'ga', 'pusing', 'biaya', 'didik', 'angka', 'lahir', 'turun', 'indonesia', 'perlahan', 'punah']",habis tapera terbit tapenna tabung didik anak ukt mahal suruh nabung perintah males anak biar ga pusing biaya didik angka lahir turun indonesia perlahan punah,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
1.79777e+18,2024-06-04 05:04:39+00:00,0,@wortel1907 @tanyakanrl gini kn sekarang ada kebijakan ukt naik bangsa Indonesia mw dibawa kemana? banyak loh orang yang butuh pendidikan dan buat negara maju berkembang tapi pada milih makan gratis sementara kalo makan gratis kan katanya cuma anak sekolah berarti selain anak sekolah ga dpt cmiiw,1.79786e+18,,wortel1907,in,"Jakarta Pusat, DKI Jakarta",0,0,0,https://x.com/kleerien/status/1797856973272265187,1.56671e+18,kleerien,2024-06-04,297,gini kn sekarang ada kebijakan ukt naik bangsa indonesia mw dibawa kemana banyak loh orang yang butuh pendidikan dan buat negara maju berkembang tapi pada milih makan gratis sementara kalo makan gratis kan katanya cuma anak sekolah berarti selain anak sekolah ga dpt cmiiw,"['gini', 'kn', 'sekarang', 'ada', 'kebijakan', 'ukt', 'naik', 'bangsa', 'indonesia', 'mw', 'dibawa', 'kemana', 'banyak', 'loh', 'orang', 'yang', 'butuh', 'pendidikan', 'dan', 'buat', 'negara', 'maju', 'berkembang', 'tapi', 'pada', 'milih', 'makan', 'gratis', 'sementara', 'kalo', 'makan', 'gratis', 'kan', 'katanya', 'cuma', 'anak', 'sekolah', 'berarti', 'selain', 'anak', 'sekolah', 'ga', 'dpt', 'cmiiw']","['gin', 'kan', 'sekarang', 'ada', 'bijak', 'ukt', 'naik', 'bangsa', 'indonesia', 'now watching', 'bawa', 'mana', 'banyak', 'loh', 'orang', 'yang', 'butuh', 'didik', 'dan', 'buat', 'negara', 'maju', 'kembang', 'tapi', 'pada', 'milih', 'makan', 'gratis', 'sementara', 'kalau', 'makan', 'gratis', 'kan', 'kata', 'cuma', 'anak', 'sekolah', 'arti', 'selain', 'anak', 'sekolah', 'ga', 'dapat', ""correct me if i'm wrong""]","['gin', 'kan', 'sekarang', 'ada', 'bijak', 'ukt', 'naik', 'bangsa', 'indonesia', 'now watching', 'bawa', 'mana', 'banyak', 'loh', 'orang', 'yang', 'butuh', 'didik', 'dan', 'buat', 'negara', 'maju', 'kembang', 'tapi', 'pada', 'milih', 'makan', 'gratis', 'sementara', 'kalau', 'makan', 'gratis', 'kan', 'kata', 'cuma', 'anak', 'sekolah', 'arti', 'selain', 'anak', 'sekolah', 'ga', 'dapat', ""correct me if i'm wrong""]","['gin', 'bijak', 'ukt', 'bangsa', 'indonesia', 'now watching', 'bawa', 'loh', 'orang', 'butuh', 'didik', 'negara', 'maju', 'kembang', 'milih', 'makan', 'gratis', 'makan', 'gratis', 'anak', 'sekolah', 'arti', 'anak', 'sekolah', 'ga', ""correct me if i'm wrong""]",gin bijak ukt bangsa indonesia now watching bawa loh orang butuh didik negara maju kembang milih makan gratis makan gratis anak sekolah arti anak sekolah ga correct me if i'm wrong,"{'neg': 0.093, 'neu': 0.836, 'pos': 0.072, 'compound': -0.4019}",-0.4019,negative
1.79782e+18,2024-06-04 02:49:26+00:00,0,Gimana Indonesia mau dapet Nobel kalo UKT mahal akses pendidikan sulit dosen beban banyak lulusan S3 &lt;1% banyak joki orientasi nilai orientasi pasar orientasi profit dsb dsb,1.79782e+18,,,in,,0,1,0,https://x.com/muzakghif/status/1797822945169228252,1.25165e+18,muzakghif,2024-06-04,176,gimana indonesia mau dapet nobel kalo ukt mahal akses pendidikan sulit dosen beban banyak lulusan s lt banyak joki orientasi nilai orientasi pasar orientasi profit dsb dsb,"['gimana', 'indonesia', 'mau', 'dapet', 'nobel', 'kalo', 'ukt', 'mahal', 'akses', 'pendidikan', 'sulit', 'dosen', 'beban', 'banyak', 'lulusan', 's', 'lt', 'banyak', 'joki', 'orientasi', 'nilai', 'orientasi', 'pasar', 'orientasi', 'profit', 'dsb', 'dsb']","['bagaimana', 'indonesia', 'mau', 'dapat', 'nobel', 'kalau', 'ukt', 'mahal', 'akses', 'didik', 'sulit', 'dosen', 'beban', 'banyak', 'lulus', 's', 'lt', 'banyak', 'joki', 'orientasi', 'nilai', 'orientasi', 'pasar', 'orientasi', 'profit', 'dsb', 'dsb']","['bagaimana', 'indonesia', 'mau', 'dapat', 'nobel', 'kalau', 'ukt', 'mahal', 'akses', 'didik', 'sulit', 'dosen', 'beban', 'banyak', 'lulus', 's', 'lt', 'banyak', 'joki', 'orientasi', 'nilai', 'orientasi', 'pasar', 'orientasi', 'profit', 'dsb', 'dsb']","['indonesia', 'nobel', 'ukt', 'mahal', 'akses', 'didik', 'sulit', 'dosen', 'beban', 'lulus', 's', 'lt', 'joki', 'orientasi', 'nilai', 'orientasi', 'pasar', 'orientasi', 'profit', 'dsb', 'dsb']",indonesia nobel ukt mahal akses didik sulit dosen beban lulus s lt joki orientasi nilai orientasi pasar orientasi profit dsb dsb,"{'neg': 0.0, 'neu': 0.868, 'pos': 0.132, 'compound': 0.4404}",0.4404,positive
1.79761e+18,2024-06-03 12:38:14+00:00,0,Sumpah apa diisi otaknya orang ini pemain yang sudah main buat timnas Indonesia ya dia WNI gada lagi embel-embel naturalisasi bla-bla-bla. Gausah terlalu ngurusin ini selama dia sah secara UU ya udah gituloh. Ini komisi X fokus aja ke UKT noh anda juga urus pendidikan toh,1.79761e+18,,,in,penajam paser utara-yogyakarta,0,0,0,https://x.com/Adibinfa/status/1797608733914345818,7.09308e+17,Adibinfa,2024-06-03,272,sumpah apa diisi otaknya orang ini pemain yang sudah main buat timnas indonesia ya dia wni gada lagi embel embel naturalisasi bla bla bla gausah terlalu ngurusin ini selama dia sah secara uu ya udah gituloh ini komisi x fokus aja ke ukt noh anda juga urus pendidikan toh,"['sumpah', 'apa', 'diisi', 'otaknya', 'orang', 'ini', 'pemain', 'yang', 'sudah', 'main', 'buat', 'timnas', 'indonesia', 'ya', 'dia', 'wni', 'gada', 'lagi', 'embel', 'embel', 'naturalisasi', 'bla', 'bla', 'bla', 'gausah', 'terlalu', 'ngurusin', 'ini', 'selama', 'dia', 'sah', 'secara', 'uu', 'ya', 'udah', 'gituloh', 'ini', 'komisi', 'x', 'fokus', 'aja', 'ke', 'ukt', 'noh', 'anda', 'juga', 'urus', 'pendidikan', 'toh']","['sumpah', 'apa', 'isi', 'otak', 'orang', 'ini', 'main', 'yang', 'sudah', 'main', 'buat', 'timnas', 'indonesia', 'iya', 'dia', 'wni', 'gada', 'lagi', 'embel', 'embel', 'naturalisasi', 'bla', 'bla', 'bla', 'gausah', 'terlalu', 'ngurusin', 'ini', 'lama', 'dia', 'sah', 'cara', 'uu', 'iya', 'sudah', 'gituloh', 'ini', 'komisi', 'x', 'fokus', 'saja', 'ke', 'ukt', 'noh', 'anda', 'juga', 'urus', 'didik', 'toh']","['sumpah', 'apa', 'isi', 'otak', 'orang', 'ini', 'main', 'yang', 'sudah', 'main', 'buat', 'timnas', 'indonesia', 'iya', 'dia', 'wni', 'gada', 'lagi', 'embel', 'embel', 'naturalisasi', 'bla', 'bla', 'bla', 'gausah', 'terlalu', 'ngurusin', 'ini', 'lama', 'dia', 'sah', 'cara', 'uu', 'iya', 'sudah', 'gituloh', 'ini', 'komisi', 'x', 'fokus', 'saja', 'ke', 'ukt', 'noh', 'anda', 'juga', 'urus', 'didik', 'toh']","['sumpah', 'isi', 'otak', 'orang', 'main', 'main', 'timnas', 'indonesia', 'iya', 'wni', 'gada', 'embel', 'embel', 'naturalisasi', 'bla', 'bla', 'bla', 'gausah', 'ngurusin', 'sah', 'uu', 'iya', 'gituloh', 'komisi', 'x', 'fokus', 'ukt', 'noh', 'urus', 'didik']",sumpah isi otak orang main main timnas indonesia iya wni gada embel embel naturalisasi bla bla bla gausah ngurusin sah uu iya gituloh komisi x fokus ukt noh urus didik,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
1.79758e+18,2024-06-03 10:39:08+00:00,0,Pengamat kebijakan publik dari Universitas Pendidikan Indonesia (UPI) Cecep Darmawan turut mengkritik langkah Nadiem dalam membatalkan kenaikan UKT di PTN tahun 2024. Menurut Cecep Darmawan ada beberapa kesalahan dari Menteri Nadiem dalam mengambil kebijakan untuk masyarakat. https://t.co/lsIyg4xl5R,1.79758e+18,https://pbs.twimg.com/media/GPJIWZ8awAAysag.jpg,IDNTimesJabar,in,"Jawa Barat, Indonesia",0,1,0,https://x.com/IDNTimesJabar/status/1797578760872714462,1.31885e+18,IDNTimesJabar,2024-06-03,300,pengamat kebijakan publik dari universitas pendidikan indonesia upi cecep darmawan turut mengkritik langkah nadiem dalam membatalkan kenaikan ukt di ptn tahun menurut cecep darmawan ada beberapa kesalahan dari menteri nadiem dalam mengambil kebijakan untuk masyarakat,"['pengamat', 'kebijakan', 'publik', 'dari', 'universitas', 'pendidikan', 'indonesia', 'upi', 'cecep', 'darmawan', 'turut', 'mengkritik', 'langkah', 'nadiem', 'dalam', 'membatalkan', 'kenaikan', 'ukt', 'di', 'ptn', 'tahun', 'menurut', 'cecep', 'darmawan', 'ada', 'beberapa', 'kesalahan', 'dari', 'menteri', 'nadiem', 'dalam', 'mengambil', 'kebijakan', 'untuk', 'masyarakat']","['amat', 'bijak', 'publik', 'dari', 'universitas', 'didik', 'indonesia', 'upi', 'cecep', 'darmawan', 'turut', 'kritik', 'langkah', 'nadiem', 'dalam', 'batal', 'naik', 'ukt', 'di', 'ptn', 'tahun', 'turut', 'cecep', 'darmawan', 'ada', 'beberapa', 'salah', 'dari', 'menteri', 'nadiem', 'dalam', 'ambil', 'bijak', 'untuk', 'masyarakat']","['amat', 'bijak', 'publik', 'dari', 'universitas', 'didik', 'indonesia', 'upi', 'cecep', 'darmawan', 'turut', 'kritik', 'langkah', 'nadiem', 'dalam', 'batal', 'naik', 'ukt', 'di', 'ptn', 'tahun', 'turut', 'cecep', 'darmawan', 'ada', 'beberapa', 'salah', 'dari', 'menteri', 'nadiem', 'dalam', 'ambil', 'bijak', 'untuk', 'masyarakat']","['bijak', 'publik', 'universitas', 'didik', 'indonesia', 'upi', 'cecep', 'darmawan', 'kritik', 'langkah', 'nadiem', 'batal', 'ukt', 'ptn', 'cecep', 'darmawan', 'salah', 'menteri', 'nadiem', 'ambil', 'bijak', 'masyarakat']",bijak publik universitas didik indonesia upi cecep darmawan kritik langkah nadiem batal ukt ptn cecep darmawan salah menteri nadiem ambil bijak masyarakat,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
1.79758e+18,2024-06-03 10:34:53+00:00,0,Namun pembatalan kenaikan UKT yang disampaikan Nadim itu tak membuat semua permasalahan menjadi tuntas. Perguruan tinggi mahasiswa dan orangtuanya masih ketakutan dengan situasi dunia pendidikan di Indonesia saat ini.,1.79758e+18,,IDNTimesJabar,in,"Jawa Barat, Indonesia",0,1,0,https://x.com/IDNTimesJabar/status/1797577691543331101,1.31885e+18,IDNTimesJabar,2024-06-03,217,namun pembatalan kenaikan ukt yang disampaikan nadim itu tak membuat semua permasalahan menjadi tuntas perguruan tinggi mahasiswa dan orangtuanya masih ketakutan dengan situasi dunia pendidikan di indonesia saat ini,"['namun', 'pembatalan', 'kenaikan', 'ukt', 'yang', 'disampaikan', 'nadim', 'itu', 'tak', 'membuat', 'semua', 'permasalahan', 'menjadi', 'tuntas', 'perguruan', 'tinggi', 'mahasiswa', 'dan', 'orangtuanya', 'masih', 'ketakutan', 'dengan', 'situasi', 'dunia', 'pendidikan', 'di', 'indonesia', 'saat', 'ini']","['namun', 'batal', 'naik', 'ukt', 'yang', 'sampai', 'nadim', 'itu', 'tidak', 'buat', 'semua', 'masalah', 'jadi', 'tuntas', 'guru', 'tinggi', 'mahasiswa', 'dan', 'orangtuanya', 'masih', 'takut', 'dengan', 'situasi', 'dunia', 'didik', 'di', 'indonesia', 'saat', 'ini']","['namun', 'batal', 'naik', 'ukt', 'yang', 'sampai', 'nadim', 'itu', 'tidak', 'buat', 'semua', 'masalah', 'jadi', 'tuntas', 'guru', 'tinggi', 'mahasiswa', 'dan', 'orangtuanya', 'masih', 'takut', 'dengan', 'situasi', 'dunia', 'didik', 'di', 'indonesia', 'saat', 'ini']","['batal', 'ukt', 'nadim', 'tuntas', 'guru', 'mahasiswa', 'orangtuanya', 'takut', 'situasi', 'dunia', 'didik', 'indonesia']",batal ukt nadim tuntas guru mahasiswa orangtuanya takut situasi dunia didik indonesia,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
1.79754e+18,2024-06-03 07:55:34+00:00,0,UKT Batal Naik Tak Bikin Pendidikan Indonesia Baik-baik Saja https://t.co/7sVPTojP0w,1.79754e+18,,,in,"Jawa Barat, Indonesia",0,0,1,https://x.com/IDNTimesJabar/status/1797537596513648937,1.31885e+18,IDNTimesJabar,2024-06-03,84,ukt batal naik tak bikin pendidikan indonesia baik baik saja,"['ukt', 'batal', 'naik', 'tak', 'bikin', 'pendidikan', 'indonesia', 'baik', 'baik', 'saja']","['ukt', 'batal', 'naik', 'tidak', 'bikin', 'didik', 'indonesia', 'baik', 'baik', 'saja']","['ukt', 'batal', 'naik', 'tidak', 'bikin', 'didik', 'indonesia', 'baik', 'baik', 'saja']","['ukt', 'batal', 'bikin', 'didik', 'indonesia']",ukt batal bikin didik indonesia,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
